hnm_code,hn_exclusive,hn_premier,hn_advantage,hn_standard_plus,hn_standard,hn_basic_plus,hn_basic,provider_name,google_name,city,type,group_name,tel_no,area,location
PDXB450,✔,✔,✔,✔,✔,✔,✔,AL SHOHOB PHARMACY LLC,Al Shohob Pharmacy,DUBAI,PHARMACY,GULF NAT'L. MEDICAL CO.,04-2255556,BEHIND GOLD LAND DEIRA,BEHIND GOLD LAND DEIRA
PDXB1519,✔,✔,✔,✔,✖,✖,✖,AL TADAWI HOSPITAL PHARMACY,Al Tadawi Specialty Hospital(Pharmacy),DUBAI,PHARMACY,AL TADAWI MEDICAL CENTRE,04-2309999,AL GARHOUD,"AL TADAWI SPECIALTY HOSPITAL,NEAR RTA HQ,UMM RAMOOL ROAD, AL GARHOUD"
DA139,✔,✔,✔,✔,✔,✔,✔,AL TADAWI PHARMACY,Al Tadawi Pharmacy,DUBAI,PHARMACY,AL TADAWI MEDICAL CENTRE,04-2999626,DEIRA,"Al Masood Tower 2, Ground Floor, Port Saeed Street, Airport Road, Deira, P.O. Box: 69015, Dubai"
DA35,✔,✔,✔,✔,✔,✔,✖,AL TOWAR PHARMACY,Al Tawar Pharmacy,DUBAI,PHARMACY,-,04-2625554,HOR AL ANZ,"Hor Anz Opp. Post Office, P.O. Box: 55350 Dubai"
DA72,✔,✔,✔,✔,✔,✔,✔,AL WARQA PHARMACY,"Aster Pharmacy - Mass Supermarket Bldg., Al Warqa 1 (Warqa)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-2801691,AL WARQA,Near Mass super market - Warqa
DA91,✔,✔,✔,✔,✔,✔,✖,AL WASEL COMMUNITY PHARMACY,Chs Community Pharmacy Al Wasel - Union Coop I Online Pharmacy Dubai,DUBAI,PHARMACY,COMMUNITY HEALTH SOL'N,04 - 321 2062,SZR,Al Wasel Union Co-op Dubai U.A.E Behind Shangrila Hotel
DA116,✔,✔,✔,✖,✖,✖,✖,AL ZAHRA HOSPITAL PHARMACY-DXB,Al Zahra Hospitaldubai(Pharmacy),DUBAI,PHARMACY,AL ZAHRA GROUP,04-3786666,SZR,"Hospital In-house Pharmacy,"
DA95,✔,✔,✔,✔,✔,✔,✔,AL ZAHRA PHARMACY LLC,"Life Pharmacy - Al Zahra, Karama",DUBAI,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,AL KARAMA,"Opposite UAE City Exchange, Karama"
DA96,✔,✔,✔,✔,✖,✖,✖,Alexis Pharmacy,Alexis Pharmacy,DUBAI,PHARMACY,ZULEKHA GROUP,04-2630521,AL QUSAIS,"Bin Soughat Bldg., Ground Floor, Qusais Signal, P.O. Box: 48577 Dubai"
DA88,✔,✔,✔,✔,✔,✔,✔,ALFA PHARMACY,"Aster Pharmacy - Damascus St., Al Qusais, Next To Aster Clinic (Alfa)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-2806714,AL QUSAIS,Alfattan building qusais
DA29,✔,✔,✔,✔,✖,✖,✖,ALIA PHARMACY,Alia Pharmacy,DUBAI,PHARMACY,GROUP OF ALIA,04-2692994,AL MURAQQABAT,"Al Muraqabat St., Al Muror Building, Deira, P.O. Box: 6729 Dubai"
PDXB1471,✔,✔,✔,✔,✔,✔,✔,ALICO ADVANCED CAREPHARMACY L.L.C,Alico Advanced Care Pharmacy Llc,DUBAI,PHARMACY,ADVANCED CARE GROUP,04 3961255,DIP 1,First Floor Alico Al Madina Hypermarket DIP -1 Dubai
PDXB1463,✔,✔,✔,✔,✔,✔,✔,ALMURJAN PHARMACY LLC,Almurjan Pharmacy Llc,DUBAI,PHARMACY,-,97142388195,AL QUOZ,"SHOP NO: 21, EIFFEL GARDENS 4, AL WAHA STREET, AL QUOZ 3"
PDXB038,✔,✔,✔,✔,✔,✔,✔,Alpha Care International Pharmacy,Alpha Care International Pharmacy Llc,DUBAI,PHARMACY,GAIA HEALTHCARE DMCC,04-3795548,AL KARAMA,"Luxury Bldg., Shop No. 2, Opposite Burjuman, Al Karama"
PDXB039,✔,✔,✔,✔,✔,✔,✔,Alpha International Pharmacy JLT,Alpha International Pharmacy Jlt,DUBAI,PHARMACY,GAIA HEALTHCARE DMCC,04-4255844,JLT,"JBC 5, Shop No. 3, Cluster W, Jumeirah Lake Tower"
PDXB035,✔,✔,✔,✔,✔,✔,✔,Alpha Peoples Pharmacy LLC,Alpha Peoples Pharmacy Llc,DUBAI,PHARMACY,GAIA HEALTHCARE DMCC,04-2567787,DEIRA,"Zeenah Bldg., Shop No.10, Opposite of Deira City Centre, Deira"
PDXB036,✔,✔,✔,✔,✔,✔,✔,Alpha Peoples Pharmacy LLC Branch,Alpha Peoples Pharmacy Llc Branch,DUBAI,PHARMACY,GAIA HEALTHCARE DMCC,04-3707614,NAD AL SHIBA,"ENOC Filling Station, Site 1039, Shop No. 6, Shaikh Mohd Bin Zayed Rpad, Plot 685-103, Nad Al Shiba"
PDXB037,✔,✔,✔,✔,✔,✔,✔,Alpha Star Pharmacy LLC,Alpha Star Pharmacy Llc,DUBAI,PHARMACY,GAIA HEALTHCARE DMCC,04-3707614,AL KARAMA,"Amber Bldg., Shop FB 03, Wasl Properties, Adjacent general Post Office, Al Karama"
PDXB466,✔,✔,✔,✔,✔,✔,✔,ALQUOZ ADVANCED CARE PHARMACY LLC,Al Qouz Advanced Care Pharmacy,DUBAI,PHARMACY,ADVANCED CARE GROUP,04 2355222,AL QOUZ 2,Pasons Hypermarket Al Asayel St. Al Qouz 2 Dubai.
PDXB1589,✔,✔,✔,✔,✔,✔,✔,ALQUSAIS STAR PHARMACY (LLC),Al Qusais Star Pharmacy Llc,DUBAI,PHARMACY,AL QUSAIS STAR POLYCLINIC GROUP,04-2587672,AL QUSAIS IND. AREA 1,"SHOP NO 1 ABDULLAH SAEED BUILDING NEAR DUBAI ABBATTORI OPPOSITE SPINNEYS MARKET, AL QUSAIS IND. AREA 1, DUBAI, UAE"
PDXB1590,✔,✔,✔,✔,✔,✔,✔,SONAPUR STAR PHARMACY L.L.C (EX. ALQUSAIS STAR PHARMACY (LLC) (BRANCH)),Al Qusais Star Pharmacy Llc,DUBAI,PHARMACY,-,04-5488685; 0551376564,MUHAISNAH 2,"28th  STREET MUHASNIA-2 OPP PATHAN RESTURANT NEAR GOLDEN SUPER JUBILEE SUPER MARKET, DUBAI, UAE."
DA84,✔,✔,✔,✔,✔,✔,✔,AMAAN PHARMACY,Docib Pharmacy - Amaan Lulu Village,DUBAI,PHARMACY,DOCIB HEALTHCARE - LULU GROUP,04-2647264,LULU VILLAGE MUHAISNAH-4 DUBAI,Lulu Village Muhaisnah-4 DUBAI
PDXB443,✔,✔,✔,✔,✔,✔,✔,AMBER CLINIC LLC COMMUNITY PHARMACY,"Amber Clinics, Al Rigga(Community Pharmacy)",DUBAI,PHARMACY,GHI-ADARA,04-2325109,AL RIGGA,Amber Clinic Al Rigga
PDXB1269,✔,✖,✖,✖,✖,✖,✖,American Hospital Clinics Pharmacy  Alkhawaneej Br of American Hospital Dubai LLC,American Hospital Al Khawaneej Clinic(Pharmacy),DUBAI,PHARMACY,AMERICAN HOSPITAL,04 377 3819,AL KHAWANEEJ,"Al khawaneej First , al Khawaneej community"
PDXB1270,✔,✖,✖,✖,✖,✖,✖,American Hospital Clinics Pharmacy  Dubai Media City Br of American Hospital Dubai LLC,American Hospitaldubai Media City Clinic(Pharmacy),DUBAI,PHARMACY,AMERICAN HOSPITAL,04 274 1018,"BUSINESS CENTRAL TOWERS , AL SAFOUH FIRST","Business Central Towers , Al Safouh First"
PDXB123,✔,✖,✖,✖,✖,✖,✖,AMERICAN HOSPITAL PHARMACY 1,American Hospital(Pharmacy),DUBAI,PHARMACY,AMERICAN HOSPITAL,04 377 6086,OUD METHA,"19th street ,Oud Metha Road"
PDXB119,✔,✔,✔,✔,✔,✔,✔,AMIGO PHARMACY LLC,"Amigo Pharmacy Al Karama, Dubai",DUBAI,PHARMACY,-,04-3584911,AL KARAMA,"Emerald building, Al Karama, Dubai"
PDXB442,✔,✔,✔,✔,✔,✔,✔,APEX ATRIUM PHARMACY LLC,Apex Atrium Pharmacy Llc,DUBAI,PHARMACY,GAIA HEALTHCARE DMCC,04-4517427,MOTOR CITY,"Shop # 7 Apex Atrium Bldg. Motor City Dubai PO Box 126513, DUBAI"
PDXB1555,✔,✔,✔,✔,✔,✔,✔,APOTEC GRAND PHARMACY L.L.C,Apotec Grand Pharmacy L.L.C,DUBAI,PHARMACY,APOTEC GROUP,04 - 2227786,AL MUTEENA,MURSHID AND ALI SHIHHE BUILDING
PDXB1556,✔,✔,✔,✔,✔,✔,✔,APOTEC HUDAIBA PHARMACY L.L.C,Apotec Hudaiba Pharmacy L.L.C,DUBAI,PHARMACY,APOTEC GROUP,04 - 3438114,AL HUDAIBA,AL HUDAIBA MALL
PDXB0503,✔,✔,✔,✔,✔,✔,✔,APOTEC PHARMACY LLC,Apotec Pharmacy Llc,DUBAI,PHARMACY,APOTEC GROUP,04 - 2340411,AL JADDAF,ABDULLA AL ROAMATHI BUILDING
PDXB1554,✔,✔,✔,✔,✔,✔,✔,APOTEC PHARMACY LLC BRANCH,Apotec Pharmacy Oud Metha,DUBAI,PHARMACY,APOTEC GROUP,04 - 5476981,OUD METHA,REEM 4 BUILDING
DA107,✔,✔,✔,✔,✔,✔,✔,APPLE CARE PHARMACY,Applecare Pharmacy,DUBAI,PHARMACY,EMIRATES HOSPITAL GROUP,04-4322568,INTERNATIONAL CITY,"France Cluster Bldg., International City, P.O. Box: 78601, Dubai"
PDXB092,✔,✔,✔,✔,✔,✔,✔,APPLE CARE PHARMACY LLC BRANCH,Applecare Pharmacy Branch,DUBAI,PHARMACY,EMIRATES HOSPITAL GROUP,04-2776210,INTERNATIONAL CITY,"Building No. K14, Greece Cluster, International City, Dubai"
DA43,✔,✔,✔,✔,✔,✔,✖,ARABELLA PHARMACY,Arabella Pharmacy,DUBAI,PHARMACY,SUPERCARE GROUP,04-3941519/04-3949772,UMM SUQEIM,Spinney’s Umm Suqeim
PDXB1541,✔,✔,✔,✔,✔,✔,✖,ARABELLA PHARMACY (L.L.C.) (BRANCH),Arabella Pharmacy - Jbr,DUBAI,PHARMACY,SUPERCARE GROUP,04-5684958,JUMEIRAH BEACH RESIDENCE,Shop# GM-04 Sadaf 4 Jumeirah Beach Residence Dubai
PDXB1265,✔,✔,✔,✔,✔,✔,✖,Arabella Pharmacy LLC Branch,Arabella Pharmacy - The Dubai Mall,DUBAI,PHARMACY,SUPERCARE GROUP,04-5915141,DUBAI MALL,Lower Ground Floor Opposite Waitrose Supermarket Dubai Mall Dubai
PDXB113,✔,✔,✔,✔,✔,✔,✖,Arabella Pharmacy LLC Branch 2,Arabella Pharmacy,DUBAI,PHARMACY,SUPERCARE GROUP,04-3430188,JUMEIRAH BEACH ROAD,Spinney’s Jumeirah 1 Beach Road
DA44,✔,✔,✔,✔,✔,✔,✖,ARABIAN HOME PHARMACY,Arabian Home Pharmacy,DUBAI,PHARMACY,ARABIAN HOME HEALTHCARE,04-3373634,OUD METHA,"Opposite Rashid Hospital Oud Metha R/A, P.O. Box: 50890 Dubai"
DA83,✔,✔,✔,✔,✔,✔,✖,ARAFA PHARMACY,Arafa Pharmacy Llc,DUBAI,PHARMACY,AL IMAN PHARMACY GROUP,04-3311234,AL SATWA,"Satwa, P.O. Box: 251465 Dubai"
PDXB270,✔,✔,✔,✔,✔,✔,✔,ARDH AL NASEEM PHARMACY LLC,Med7 Ardh Al Naseem Pharmacy,DUBAI,PHARMACY,FAITH GROUP OF PHARMACY,+971 4 2809242,AL NAHDA -2,"Al Magrudy Residence,Al Magrudy Residence, Near Carrefour Express, Amman Street, Al Nahda-2, Dubai"
DA57,✔,✔,✔,✔,✔,✔,✔,AREEJ PHARMACY,Areej Pharmacy,DUBAI,PHARMACY,-,04-3522299,AL MUSALLA,"Al Musalla Road, Opposite Mansoor Video Audio Shop, P.O. Box: 11725 Dubai"
PDXB1591,✔,✔,✔,✔,✔,✔,✔,ARIN CARE PHARMACY,Arin Care Clinic & Pharmacy,DUBAI,PHARMACY,ARINCARE GROUP,04-3952774,MUHAISNAH 4,"TALAL PLAZA MALL, GROUND FLOOR, MUHAISNAH 4, DUBAI"
PDXB488,✔,✔,✔,✔,✔,✔,✔,ASH TREE PHARMACY L.L.C,Ash Tree Pharmacy L.L.C,DUBAI,PHARMACY,-,04-3337633,BUR DUBAI,"Al Balooch Building , souq Al kabeer St.,Al Raffa ,Near Al RAffa police station , Bur Dubai , Dubai – UAE"
DA41,✔,✔,✔,✔,✔,✔,✖,ASIA PHARMACY,Asia Pharmacy,DUBAI,PHARMACY,-,04-3527183,AL FAHIDI,"Al Fehaidi St. Next To Choithram Supermarket, P.O. Box: 381 Dubai"
DA80,✔,✔,✔,✔,✔,✔,✔,ASMA PHARMACY,"Aster Pharmacy - Souq Al Wasl, Naif, Deira (Asma)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-2222786,DEIRA,Behind Naif police station - Deira dubai
PDXB241,✔,✔,✔,✔,✔,✔,✔,Aster Al hayat Pharmacy(Br of Aster Pharmacies Group LLC),"Aster Pharmacy - Rolla St., Bur Dubai (Al Hayat)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-3552633,Bur dubai,Shop No 3Easa Saleh Al Gurg BuildingNear to Al Adil Super Market Rolla StreetBurdubai
DL01,✔,✔,✔,✔,✔,✔,✔,ASTER AL SHAFAR PHARMACY (PREVIOUSLY LAMCY PHARMACY),Aster Pharmacy - Al Muhaisnah Star Building (Al Shafar),DUBAI,PHARMACY,DM HEALTHCARE LLC,04-2201489,MUHAISNAH,Block C Shop No.4  Al Muhaisnah Star Building Opposite RTA officeLulu Village Muhaisina
PDXB462,✔,✔,✔,✔,✔,✔,✔,ASTER DAY SURGERY CENTRE PHARMACY LLC,Aster Day Surgery Centre Pharmacy Llc,DUBAI,PHARMACY,DM HEALTHCARE LLC,04-4400500,MANKHOOL,SHOP NO 1 AL YATEEM BUILDING AL RAFFA P.O.BOX: 8703 DUBAI UAE
PDXB316,✔,✔,✔,✔,✔,✔,✔,Aster DCC Pharmacy LLC,Aster Pharmacy - Deira City Centre,DUBAI,PHARMACY,DM HEALTHCARE LLC,04-2210732,Deira,Shop No. M-020 1st Floor Deira City Center Deira Opposite Carrefour Hypermarket Dubai UAE
DA115,✔,✔,✔,✔,✔,✔,✔,ASTER DIP PHARMACY,"Aster Pharmacy - Ramla Hypermarket, Dip",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-8800996,DIP,Ramla Hypermarket Dubai Investment Park
DA99,✔,✔,✔,✔,✔,✔,✔,ASTER GRAND PHARMACY,Aster Pharmacy - Al Nahda 1 (Grand Nahda),DUBAI,PHARMACY,DM HEALTHCARE LLC,04 2505712,AL NAHDA,AB Plaza Building Ground Floor Shop No.8 Al Nahda  Dubai
PDXB129,✔,✔,✔,✔,✔,✔,✔,Aster Healthcare Hypermarket(Br of Aster Pharmacies Group LLC),"Aster Pharmacy - Healthcare Hypermarket, Opp. Aster Hospitalmankhool",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-3399523,MANKHOOL,Al Raffa Building  Opp Aster Hospital  Mankhool Road Mankool  Burdubai
PDXB344,✔,✔,✔,✔,✔,✔,✔,ASTER HOSPITAL PHARMACY BR OF ASTER DM HEALTHCARE- Al Qusais,Aster Hospitalbr Of Aster Dm Healthcare Fzc- Al Qusais(Pharmacy),DUBAI,PHARMACY,DM HEALTHCARE LLC,04-4400500,Al Qusais,10 A STREET AL QUSAIS INDUSTRIAL AREA 2 P.O.BOX: 119428 DUBAI UAE
PDXB017,✔,✔,✔,✔,✔,✔,✔,ASTER HOSPITAL PHARMACY- Mankhool,Aster Hospital Mankhool(Pharmacy),DUBAI,PHARMACY,DM HEALTHCARE LLC,04-4400500,BUR DUBAI,KUWAIT STREET MANKHOOL BUR DUBAI P.O.BOX: 119428 DUBAI UAE
PDXB1346,✔,✔,✔,✔,✔,✔,✔,ASTER HOSPITAL PHARMACY SONAPUR,Aster Hospitalsonapur(Pharmacy),DUBAI,PHARMACY,DM HEALTHCARE LLC,04-4400500,Muhaisnah,SONAPUR ALGERIA STREET MUHAISNAH P.O.BOX: 119428 DUBAI UAE
DA101,✔,✔,✔,✔,✔,✔,✔,ASTER JBR PHARMACY,"Aster Pharmacy - The Walk, Jbr",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-4471127,JBR,P42 plaza levelsadaf4The Walk JBR
DA98,✔,✔,✔,✔,✔,✔,✔,ASTER JEBEL ALI PHARMACY,Aster Pharmacy - Mina Jebel Ali,DUBAI,PHARMACY,DM HEALTHCARE LLC,04 8840237,JAFZA,Nesto Hypermarket Shop No 5 Jebelali
PDXB0497,✔,✔,✔,✔,✔,✔,✔,Aster Medical Center Pharmacy Al Muhaisna Br of DM Healthcare LLC,Aster Pharmacy - Al Muhaisnah 4,DUBAI,PHARMACY,DM HEALTHCARE LLC,04-5479070,Muhaisnah 4,Shop No1 Zaraa residence 1 Muhaisnah 4 Lulu village Behind St.Mary's catholic high school Dubai
PDXB1601,✔,✔,✔,✔,✔,✔,✔,Aster medical centre  Arabian Ranches Pharmacy Br of DM Healthcare LLC,"Aster Pharmacy - Emaar Mall, Arabian Ranches 2",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-5294981,ARABIAN RANCHES,1st Floor Emaar Mall Near Aster Clinic The Ranches Souk Arabian Ranches 2 Dubai
PDXB1598,✔,✔,✔,✔,✔,✔,✔,Aster Pharmacies Group LLC (DMCC Branch),"Aster Pharmacy - Armada 3, Jlt (Dmcc)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-5876187,JLT,Unit No: G-1 Armada Towers 3 Plot No: JLT-PH2-P3A Al Thanyah Fifth Jumeirah Lakes Towers
PDXB1329,✔,✔,✔,✔,✔,✔,✔,Aster Pharmacies Group LLC Branch,Aster Pharmacies Group Llc Branch,DUBAI,PHARMACY,DM HEALTHCARE LLC,04-5477218,Expo 2020,GF1 Sustainability Pavilion Expo 2020
DA104,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 1,"Aster Pharmacy - Bur Dubai, Next To Aster Jubilee Clinic (1)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-3863800,BANK STREET,Kalid bin waleed road Burdubai
DA124,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 101,"Aster Pharmacy - Sheikh Colony, Al Qusais (101)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-2382342,AL QUSAIS,AQU Building Al Qusais1 Sheikh colony Near to DAFZA metro Station
PDXB077,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 102 BR OF ASTER PHARMACIES GROUP LLC,"Aster Pharmacy - Al Ahbabi Building, Al Qusais, Near Aster Orthopedic Clinic (102)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-2610833,AL QUSAIS,Shop 2 Saeed Hamad Musleh Jamhour Al Ahbabi Building Al Qusais Second Al Qusais
DA128,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 103,"Aster Pharmacy - Persia Cluster, International City (103)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-2765802,INTERNATIONAL CITY,Building-N04 Shop No.S-04 Al Warsan First International city Persia Cluster
DA126,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 104,Aster Pharmacy 104,DUBAI,PHARMACY,DM HEALTHCARE LLC,04-2775973,INTERNATIONAL CITY,"Shop No.2, Bldg. L-11, Greece Cluster, International City, Dubai, P.O. Box: 50585, Dubai"
PDXB421,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 104 BR OF ASTER PHARMACIES GROUP LLC,Aster Pharmacy - Al Warqa 1 (104),DUBAI,PHARMACY,DM HEALTHCARE LLC,04-2829440,Al Warqa,Shop No.1 Hanbal Shafie Al Madani Building Al Warqa-1 Near to Aster Ortho Clinic  Al Warqa
DA129,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 105,"Aster Pharmacy - Morocco Cluster, International City (105)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-2275972,INTERNATIONAL CITY,Bldg. I - 11 Shop No. 02 Al Warsan FirstInternational city Morocco Cluster
PDXB088,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 109,"Aster Pharmacy - Ghoroob, Mirdiff (109)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-4582727,MIRDIFF,Mirdiff Building Near to Dubai Geant Supermarket Ghuroob Community Mirdiff
DA123,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 110,Aster Pharmacy - Shamsi Building (110),DUBAI,PHARMACY,DM HEALTHCARE LLC,04-3963158,OUD METHA,Mandarin Building Ground floor Street 13A Oud Mehtha Near Lamcy Plaza
DA127,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 111,"Aster Pharmacy - Plaza Building, Muhaisnah 4 (111)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-2593195,AL MUHAISNAH,Muhaisinah Plaza Building Shop No.6Muhaisanah 4Lulu Village Near The Indian Academy Behind Madina Mall
DA133,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 112,Aster Pharmacy - Rolla St. Bur Dubai Opp. Citimart (112),DUBAI,PHARMACY,DM HEALTHCARE LLC,04-3252920,BUR DUBAI,Mohamed Khlifa Al Khalafi Building Ground FloorRolla Street Al Raffa BurDubai
DA136,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 113,"Aster Pharmacy - Mirdiff Mall, Uptown Mirdiff (113)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-2839542,MIRDIFF,Mirdif Mall Uptown MirdifNear to Medcare clinic Mirdif
DA137,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 114,"Aster Pharmacy - Aswaaq Mall, Al Barsha (114)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-3387081,AL BARSHA,Shop No 12 & 13Aswaq  Mall Al Barsha South 1 Al Barsha
PDXB020,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 115,"Aster Pharmacy - Pavillion Mall, Discovery Gardens (115)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-5546021,DISCOVERY GARDEN,Discovery PavilionStreet 7Discovery Garden
DA130,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 116,Aster Pharmacy - Mirdiff Nxt To 24Hr Westzone (116),DUBAI,PHARMACY,DM HEALTHCARE LLC,04-2884190,MIRDIFF,Mirdif Commercial Complex Shop No. 1 &2 Mirdif Westzone Super Market
DA131,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 117,"Aster Pharmacy - Nesto Hypermarket, Al Mina, Dubai (117)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-7187004,DUBAI,Al Melaheyah Plaza Building Nesto Hypermarket near Capitol Hotel Al Mina Dubai.
DA132,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 118,"Aster Pharmacy - Obs Building, Al Nahda 2 (118)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-2393397,AL NAHDA,OBS BuildingGround Floor Shop No.2 Near to NMC Hospital Amman RoadAl Nahda
PDXB021,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 119,Aster Pharmacy - The Meadows (119),DUBAI,PHARMACY,DM HEALTHCARE LLC,04-5546797,MEADOWS,Shop No.7Meadows Emirates Hills 3Enoc 1086
PDXB002,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 120,Aster Pharmacy - Al Warqa 1 (120),DUBAI,PHARMACY,DM HEALTHCARE LLC,04-2803995,AL WARQA,Abdul Raouf Mohammed Saleh Alavi Building Al Warqa 1 Al Warqa Near Aswaq Mall
PDXB003,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 123,"Aster Pharmacy - Al Muteena, Deira, Next To Aster Clinic (123)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-2731282,DEIRA,Shop No3 Al Ghurair Real Estate Building Al Muteena Street Deira Near Dubai Palm Hotel
PDXB023,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 124,"Aster Pharmacy - Sukoon Towers, Marina (124)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-5546282,MARINA,Ground FloorSukoon Tower Marina Dubai
PDXB004,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 126,Aster Pharmacy - Damac Mall (126),DUBAI,PHARMACY,DM HEALTHCARE LLC,04-2658750,DAMAC MALL,Retail - 12 Damac Mall Damac HillsAl hebiah 3rd Dubai
PDXB011,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 127,"Aster Pharmacy - Royal Oceanic Bldg., Dubai Marina (127)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-5547096,DUBAI MARINA,Royal Oceanic-1 S-01Plot No:218 Marsa Dubai Near Le Meridien Dubai Marina
PDXB028,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 128 BR OF ASTER PHARMACIES GROU LLC,Aster Pharmacy - Enoc Barsha (128),DUBAI,PHARMACY,DM HEALTHCARE LLC,04-4405945,AL BARSHA,Shop # 1 New ENOC Umm Sequim St Al Barsha Dubai UAE
PDXB024,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 129,Aster Pharmacy - Al Satwa (129),DUBAI,PHARMACY,DM HEALTHCARE LLC,04-3590530,SATWA,Ground FloorMarjana Plaza Building Al Bada Satwa
PDXB043,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 130,"Aster Pharmacy - Duja Tower, Sheikh Zayed Road (130)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-3866768,Sheik Zayed Road,Ground Floor  Duja TowerTrade Center First Next to sheraton grand hotel Sheik Zayed Road
PDXB264,✔,✔,✔,✔,✔,✔,✔,Aster Pharmacy 131(Br of Aster Pharmacies Group LLC),"Aster Pharmacy - Trio Building, Al Barsha (131)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-3475733,Al Barsha,Shop No 17 Trio Building Al Barsha first Al Barsha Dubai
PDXB078,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 132 BR OF ASTER PHARMACIES GROUP LLC,"Aster Pharmacy - Abuhail, Next To Aster Clinic (132)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-2692835,ABU HAIL,"Sheikh Suhail Building  Hor Al Anz East Plot #133-142
Abu Hail Dubai UAE"
PDXB086,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 134,"Aster Pharmacy - Al Bafta Grand Tower, Al Barsha (134)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-3271483,AL BARSHA,Golden Sands Building Barsha 1st Al Barsha Near to Lulu
PDXB079,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 135 BR OF ASTER PHARMACIES GROUP LLC,"Aster Pharmacy - V19, Russia Cluster, International City (135)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-4511674,INTERNATIONAL CITY,Shop No 04 Rushia V 19International City
PDXB089,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 136,"Aster Pharmacy - Al Khail Mall, Al Qouz (136)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-3806983,AL QUOZ,Shop No FFA01 Al Khail Mall Latifat bin Hamdan Street Industrial Area 4 Alqouse
PDXB201,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY 137 BR OF ASTER PHARMACIES GROUP LLC,"Aster Pharmacy - The Pavilion, France Cluster (137)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-4224515,INTNL CITY,Retail shop 6 The pavilion mall Opp. Union Co op France cluster International city
