hnm_code,hn_exclusive,hn_premier,hn_advantage,hn_standard_plus,hn_standard,hn_basic_plus,hn_basic,essential_dental,provider_name,google_name,city,type,group_name,tel_no,area,location
M1203,✔,✔,✔,✔,✔,✔,✖,✖,Releaf Medical Centre (DIP),Yasmed Clinic - Dip,DUBAI,MEDICAL CENTER,AL SAHA AL SHIFA HOSPITAL ( YASMED GROUP),04-8814918,DIP 2,"Mezzanine Floor,Pasons Hyper Market  Near Naseem Al Madeena,DIP 2, DUBAI"
M1202,✔,✔,✔,✔,✔,✔,✖,✖,Releaf Medical Centre (J Mart),Yasmed Clinic - Ras Al Khor,DUBAI,MEDICAL CENTER,AL SAHA AL SHIFA HOSPITAL ( YASMED GROUP),04-3377977,Al Quoz 1,"Opp Volga Hotel, Near J Mart  Behind Oasis Mall, Al Quoz 1, DUBAI"
M1200,✔,✔,✔,✔,✔,✔,✖,✖,Releaf Medical Centre(Al Qouz 2),Yasmed Clinic Al Quoz,DUBAI,MEDICAL CENTER,AL SAHA AL SHIFA HOSPITAL ( YASMED GROUP),04-3377977,Al Quoz 2,"Chimney Light Restaurant,Near ENOC Accommodation,Behind Al Khail Gate,Al Quoz 2, dubai"
M1201,✔,✔,✔,✔,✔,✔,✖,✖,Releaf Medical Centre(Jabal Ali),Yasmed Medical Centre Jabel Ali,DUBAI,MEDICAL CENTER,AL SAHA AL SHIFA HOSPITAL ( YASMED GROUP),04-3885456,Jebal Ali Industrial Area 1,"Near Khan City Restaurant,Jebal Ali Industrial Area 1, DUBAI"
M996,✔,✔,✔,✔,✔,✔,✖,✖,REMEDY PLUS MEDICAL CLINIC LLC,Remedy Plus Medical Clinc,DUBAI,MEDICAL CENTER,-,04-3202275,AL QUOZ 3,"SHOP NO 3&4 ,2ND FLOOR,DELANI HOLDINGS,BESIDE ALGHURAIR EXCHANGE,44TH STREET, AL QUOZ 3, DUBAI"
A066,✔,✔,✔,✔,✔,✖,✖,✖,SALEEM POLYCLINIC,"Aster Clinic, Satwa (Saleem Poly Clinic)",DUBAI,MEDICAL CENTER,DM HEALTHCARE LLC,04-3495353,SATWA,"Satwa, near Satwa Mosque, aboveGhazal Jumeirah Pharmacy, P.O. Box: 8703 Dubai"
M1190,✔,✔,✔,✔,✔,✖,✖,✖,SHEIKH MANNA BIN HASHER AL MAKTOUM POLYCLINIC,Sheikh Manaa Bin Hasher Almaktoum Polyclinic,DUBAI,MEDICAL CENTER,-,04-3420642,Jumeirah 1,"Office #: 202-207, Second Floor, Al Shafar Bldg. 7, Al Wasl Road, Jumeirah 1,Dubai"
B130,✔,✔,✔,✔,✖,✖,✖,✖,SIRAJUDEEN MEDICAL CENTER,Dr. Sirajudeen Medical Centre -Smc Dubai,DUBAI,MEDICAL CENTER,-,04-3345955,AL KARAMA,"1st Flr. Jumbo bldg., Karama Shopping Complex, P.O. Box: 2696"
M1035,✔,✔,✔,✔,✔,✖,✖,✖,STAR REVIVE MEDICAL CENTER LLC,Star Revive Medical Center,DUBAI,MEDICAL CENTER,-,04-3334461; 04-3312353,JUMEIRA 3,"SUNSET MALL SECOND FLOOR OFFICE #6 , JUMEIRA 3 , P.O. Box:213431, DUBAI"
M786,✔,✔,✔,✔,✔,✔,✖,✖,THE DOCTORS HUB POLYCLINIC L.L.C (EX. DR. JOSEPH GHRAYEB POLYCLINIC),The Doctors’ Hub,DUBAI,MEDICAL CENTER,-,04-3376377,Al Karama,"1st Floor, Suit#110, Sh. Rashid Building, Entrance 3&4, Umm Hurair Road1, Karama,P.O. Box: 121343, Dubai"
M1110,✔,✖,✖,✖,✖,✖,✖,✖,The General Medical Centre Br Of G M C Healthcare LLC,Gmcclinics Tecom,DUBAI,MEDICAL CENTER,GMC HEALTHCARE LLC,04 -5676888,TECOM-BARSHA HEIGHTS,"TAMEEM HOUSE, TECOM (BARSHA HEIGHTS) 3RD FLOOR, SUITE 301, Dubai, UAE"
M1111,✔,✖,✖,✖,✖,✖,✖,✖,The General Medical Centre Br2 Of G M C Healthcare LLC,Gmcclinics - Trade Centre Apartments,DUBAI,MEDICAL CENTER,GMC HEALTHCARE LLC,04-3313544,WORLD TRADE CENTRE,"HOTEL APARTMENTS, DUBAI WORLD TRADE CENTRE BLOCK A, 1ST FLOOR, APT. 107, Dubai, UAE"
M1108,✔,✖,✖,✖,✖,✖,✖,✖,The General Medical Centre1 Br Of G M C Healthcare LLC,Gmcclinics - Jumeirah Dental,DUBAI,MEDICAL CENTER,GMC HEALTHCARE LLC,04 -3494880,JUMEIRAH ROAD,"1ST FLOOR, MAGRUDY’S CENTRE, JUMEIRAH ROAD (JUMEIRAH 1) Dubai, United Arab Emirates"
A021,✔,✔,✔,✖,✖,✖,✖,✖,UNICARE MEDICAL CENTRE,Unicare Medical Centre,DUBAI,MEDICAL CENTER,UNICARE MEDICAL GROUP,04-3529292,BUR DUBAI,"Next to Burjuman Centre , Trade Centre Rd, Glass Bldg, Flat 105, P.O. Box: 25503"
M233,✔,✔,✔,✖,✖,✖,✖,✖,UNICARE MEDICAL CENTRE - BRANCH,Unicare Medical Centre | Mankhool Branch,DUBAI,MEDICAL CENTER,UNICARE MEDICAL GROUP,04-3980880,AL JAFILIYA,"Flat 172, Mankhool Road, Dubai, P.O. Box: 49527"
M109,✔,✔,✔,✔,✔,✖,✖,✖,UNION MEDICAL CENTRE,"Aster Clinic (Al Karama, Union Medical Centre)",DUBAI,MEDICAL CENTER,DM HEALTHCARE LLC,04-3978828,AL KARAMA,"Iranian Street, opp. The Wall Street Exchange, Karama, P.O. Box: 8703 Dubai"
M523,✔,✔,✔,✔,✔,✔,✔,✔,VCARE POLYCLINIC LLC,Vcare Polyclinic Llc,DUBAI,MEDICAL CENTER,-,04-2654400,AL NAHDA,"Nasmah Tower, Ground Floor, Al Nahda 1, Dubai"
M1273,✔,✔,✔,✔,✔,✖,✖,✖,ZIYATH ANSAR POLY CLINIC L.L.C,Dr.Ziyath Dental Clinic,DUBAI,MEDICAL CENTER,-,04-33626237,JUMEIRAH,"Villa No 016, Wasl Road, Jumeirah, Dubai, UAE"
M1044,✔,✔,✔,✔,✔,✔,✔,✔,AL AHLI MEDICAL CENTER-FUJAIRAH,"Al Ahli Medical Center | Healthcare Services In Fujairah, Uae | Home Care Nursing Services Provider Fujairah",FUJAIRAH,MEDICAL CENTER,-,09-2220228,HAMAD BIN ABDULLAH ROAD,"1ST FLOOR ABOVE HSBC BANK BLDG. HAMAD BIN ABDULLAH ROAD, FUJAIRAH"
M1066,✔,✔,✔,✔,✔,✔,✖,✖,ALFA CLINICA LLC- FUJAIRAH,مركز الفا الطبي Alfa Clinica,FUJAIRAH,MEDICAL CENTER,-,09-2222932,AL FASEEL,"NEAR FUJAIRAH MONTESSORI NURSERY,AL BASARA ROAD, AL FASEEL, FUJAIRAH"
M283,✔,✔,✔,✔,✔,✖,✖,✖,ASTER MEDICAL CENTRE - FUJEIRAH,"Aster Clinic, Fujairah",FUJAIRAH,MEDICAL CENTER,DM HEALTHCARE LLC,09-2234912,FUJEIRAH,"Hamad Bin Abdulla St., Opp. Choithram Supermarket, P.O. Box: 8703 Dubai"
M775,✔,✔,✔,✔,✔,✔,✖,✖,FATHIMA MEDICAL CENTER,Fathima Medical Centre,FUJAIRAH,MEDICAL CENTER,-,09 2239946,SHIEK ZAYED ROAD,"SHIEK ZAYED ROAD , FUJAIRAH, POBOX 8065"
H178,✔,✔,✔,✔,✔,✖,✖,✖,AL ORAIBI HOSPITAL,Al Oraibi Hospital,RAK,HOSPITAL,-,07-2288511,AL NAKHEEL,"OPPOSITE HOME CENTRE, AL MUNTASSER ST., AL NAKHEEL, RAS AL KHAIMAH"
H006,✔,✔,✔,✔,✔,✖,✖,✖,AL ZAHRAWI HOSPITAL,Al Zahrawi Hospital One Day Surgery Llc,RAK,HOSPITAL,AL ZAHRAWI HOSPITAL,07-2288544,RAK,"Al Nakheel Road, P.O. Box: 5442"
H027,✔,✔,✔,✔,✖,✖,✖,✖,RAK HOSPITAL,Rak Hospital,RAK,HOSPITAL,ARABIAN HEALTHCARE,07-2074444,RAK,"Al Brerhat near Sqar Hospital, P.O. Box: 11393"
OTH207,✔,✔,✔,✔,✔,✔,✖,✖,Salim Medical Center,Salim Medical Center مركز سليم الطبي,RAK,MEDICAL CENTER,-,07-2267738,RAK Academy,East Villa 13 near RAK Academy
M1088,✔,✔,✔,✔,✔,✔,✖,✖,AL SAADA SPECIALIST CLINIC,Al Saada Specialized Medical Center مركز السعادة الطبي التخصصي,RAK,MEDICAL CENTER,-,07-2330500,NAKHEEL,"NAKHEEL TOWERS, 5TH FLOOR, ROOM 504, NAKHEEL, RAK"
M452,✔,✔,✔,✔,✔,✖,✖,✖,ASTER MEDICAL CENTRE RAK BRANCH,"Aster Clinic, Ras Al Khaimah- Consultation, X-Ray, Health Check-Up, Diabetes Care, Vaccinations",RAK,MEDICAL CENTER,DM HEALTHCARE LLC,07-2998866,AL NAKHEEL,"Next to Malabar Gold & Diamonds, Opposite United Arab Bank, Al Nakheel, Muntasir, RAK, P.O. Box: 10305, RAK"
M1185,✔,✔,✔,✔,✔,✖,✖,✖,CARE POINT MEDICAL CENTER LLC,Touch Of Health Polyclinic,RAK,MEDICAL CENTER,CARE POINT MC,07-2333370,Al Nakheel Area,Al Nakheel Area – Bin Daher Road – Opposite of Naeem Mall-Ras Al Khaimah
M1155,✔,✔,✔,✔,✔,✔,✖,✖,HEALTH MEDICAL CENTER,Hmc - Health Medical Center,RAK,MEDICAL CENTER,-,07-2334041,KHUZAM,"HEALTH MEDICAL CENTER,KHUZAM MAIN ROAD,OPPOSITE KHALID  HURRIYAH RESTAURANT, RAS AL KHAIMAH"
M1196,✔,✔,✔,✔,✔,✖,✖,✖,MARHABA MEDICAL CENTRE- RAK,Marhaba Medical Center-Ras Al Khaimah,RAK,MEDICAL CENTER,-,07-2364667,Al Muntasir Street,"GF-02, Al Nakheel Building, Near Al Hoot Supermarket, Al Muntasir Street"
M814,✔,✔,✔,✔,✔,✖,✖,✖,NMC ROYAL MEDICAL CENTRE,Nmc Royal Medical Center,RAK,MEDICAL CENTER,NMC HEALTHCARE,07-2332832,AL QWASIM CORNICHE,"AL QWASIM CORNICHE, RAS AL KHAIMAH, UNITED ARAB EMIRATES"
L077,✔,✔,✔,✔,✔,✔,✖,✖,AL SAHA WA AL SHIFAA HOSPITAL FOR ONE DAY SURGERY,Yasmed Al Shifa Hospital,SHARJAH,HOSPITAL,AL SAHA AL SHIFA HOSPITAL ( YASMED GROUP),06- 5632618,ROLLA,"3RD FLOOR, ROLLA MALL, ROLLA SHARJAH"
H015,✔,✔,✔,✔,✔,✖,✖,✖,CENTRAL HOSPITAL LLC( EX: Central Private Hospital),Central Hospital Sharjah,SHARJAH,HOSPITAL,CENTRAL PRIVATE HOSPITAL,06-5639900,CLOCK TOWER,"Behind Sh. Court, Zayed St, Clock Tower, P.O. Box: 2797"
L089,✔,✔,✔,✔,✔,✖,✖,✖,EMIRATES EUROPEAN HOSPITAL LLC ONE DAY SURGERY,Emirates European Hospital,SHARJAH,HOSPITAL,EMIRATES EUROPEAN HOSPITAL LLC ONE DAY SURGERY,06-5619444,AL QULAYA,"AL QULAYA AREA, AL ROUBA ROAD , AL SHARJ ST. NEXT TO SHARJAH CO-OP SOCIETY , P.O. Box: 77455 ,SHARJAH UAE"
H130,✔,✔,✔,✔,✔,✖,✖,✖,MEDCARE HOSPITAL-SHARJAH BRANCH,Medcare Hospital Sharjah,SHARJAH,HOSPITAL,MEDCARE GROUP,06-5949701,KING FAISAL,"KING FAISAL ST. SHARJAH,UAE"
H007,✔,✔,✔,✔,✖,✖,✖,✖,NMC Royal Hospital Sharjah,Nmc Royal Hospital Sharjah,SHARJAH,HOSPITAL,NMC HEALTHCARE,06-5619999,AL ZAHRA,"Clock Tower, P.O. Box: 3499"
L080,✔,✔,✔,✔,✔,✖,✖,✖,THUMBAY HOSPITAL DAYCARE - MUWAILAH,"Thumbay Hospital Daycare, University City Road, Muweila, Sharjah",SHARJAH,HOSPITAL,THUMBAY GROUP,06-5449444,MUWAILAH,"University City Road, Sharjah"
M1005,✔,✔,✔,✔,✔,✖,✖,✖,BASMAT AL HAYAT MEDICAL CENTER,مركز بسمة الحياة الطبي - الكورنيش | Basmat Alhayat Medical Center - Corniche St,SHARJAH,MEDICAL CENTER,-,06-5655336,BUAIRAH CORNICHE,SARH AL EMARAT TOWER OFFICE 1102-1107 BUHAIRA CORNICHE AL MAJAZ 3 SHARJAH UAE
OTH228,✔,✔,✔,✔,✔,✖,✖,✖,BRIGHT SMILE DENTAL CENTER- SHARJAH,Bright Smile Medical Center,SHARJAH,MEDICAL CENTER,-,06-5613333,Muweillah,"AL TENEIJI BUILDING, ABOVE KFC OFFICE #302, Muweillah ,SHJ"
OTH203,✔,✔,✔,✔,✔,✖,✖,✖,DR.SAI GANESH PILLAI MEDICAL CENTRE- SHJ,Dr. Sai Ganesh Medical Center - Rolla,SHARJAH,MEDICAL CENTER,DR. SAI GANESH GROUP,06-5687831,ROLLA,"SUIT NO:203,BANK SADARATH IRAN BUILDING,ROLLA,SHARJAH"
OTH242,✔,✔,✔,✔,✔,✖,✖,✖,FAMILY DENTAL CENTER L.L.C,Family Dental Centre,SHARJAH,MEDICAL CENTER,-,055-5777126,BUHAIRA-CORNICHE,"FLAT #106 OPPOSITE MARBELLA RESORT, NEXT TO CRYSTAL PLAZA, BUHAIRA-CORNICHE ST., SHARJAH"
M1008,✔,✔,✔,✔,✔,✖,✖,✖,MANCHESTER MEDICAL CENTRE,Manchester Medical Centre,SHARJAH,MEDICAL CENTER,-,06-5547373,Al Tawoon,"MANCHESTER MEDICAL CENTRE, Behind Expo, ABT 5 Tower, Flat 302.,Al Tawoon, P.O.BOX:84441, SHARJAH"
M1038,✔,✔,✔,✔,✔,✖,✖,✖,N.M.C DENTAL CENTER LLC,Nmc Dental Centre Buhairah Corniche,SHARJAH,MEDICAL CENTER,NMC HEALTHCARE,06-5738300,Buhairah Corniche,"3rd floor, Al Buhairah Building, Buhaira Corniche, Sharjah"
M1002,✔,✔,✔,✔,✔,✖,✖,✖,SHIYAS & IFTHIKAR MEDICAL CENTER,Shiyas & Ifthikar Medical Center مركز شياس و افتخار الطبي‎,SHARJAH,MEDICAL CENTER,-,06-5668745,AL WASITT ST,"Al wasit st,next to Halwan center,above al Atlal Roastery, Sharjah - UAE"
M1214,✔,✔,✔,✔,✔,✖,✖,✖,ABRAHAMS MEDICAL CENTRE,Abrahams Medical Centre,SHARJAH,MEDICAL CENTER,-,06-5612737,AL GHUWAIR,"303, ROLLA TOWER BUILDING, AL GHUWAIR, SHARJAH"
M472,✔,✔,✔,✔,✔,✖,✖,✖,ACCESS AL ROLLA MEDICAL CENTRE,Access Clinic,SHARJAH,MEDICAL CENTER,DM HEALTHCARE LLC,06-5612050,ROLLA,"Adnic Tower, Ground Floor, Flat No. 1,2,3, Ibrahim Mohamad Al Medfa'a, U Al Tarafa, Rolla, P.O. Box 33556, Sharjah"
M425,✔,✔,✔,✔,✔,✖,✖,✖,ACCESS CLINIC MUWAILAH,Access Clinic Muwailah,SHARJAH,MEDICAL CENTER,DM HEALTHCARE LLC,06-5359933,MUWAILAH,"Mubaraka Bldg., University Road, Opp. Old Sharjah Defense Force, Muwailah, Sharjah, P.O. Box: 8703 Dubai"
A184,✔,✔,✔,✔,✔,✔,✔,✔,AHALIA REGIONAL MEDICAL CENTER,Al Ahlia Regional Medical Centre,SHARJAH,MEDICAL CENTER,-,06-5621700,AL MUSALLA,"Opposite Etisalat, Al Musallah, P.O. Box: 6213"
M1045,✔,✔,✔,✔,✔,✖,✖,✖,AJYAD MEDICAL CENTRE,Ajyad Medical Center,SHARJAH,MEDICAL CENTER,-,06-5547745,BUHAIRA CORNICH,"13TH FLOOR, OFFICE 1308, AL DURRAH TOWER, AL BUHAIRAH CORNICH, SHARJAH-UAE"
M839,✔,✔,✔,✔,✔,✖,✖,✖,AL AFDAL MEDICAL CENTER,Al Afdal Medical Center,SHARJAH,MEDICAL CENTER,-,06-5590007,KING ABDUL AZIZ ROAD,"AL AFDAL MEDICAL CENTER, KING ABDUL AZIZ ROAD, OPP. EMIRATES NBD BANK, P.O. Box:62565, SHARJAH"
M526,✔,✔,✔,✔,✔,✔,✖,✖,AL LUBNANI MEDICAL CENTER LLC (LEBANON MEDICAL CENTER),Lmc Sharjah | المركز اللبناني الطبي في الشارقة,SHARJAH,MEDICAL CENTER,-,06-5652929,AL TAWUUN,"Nahda Bridge, Al Tawuun Street, Majestic Tower, Above Faras Sweets, Wing 701-S Floor, Mamzar, Sharjah"
M1070,✔,✔,✔,✔,✔,✖,✖,✖,AL MADAR MEDICAL CENTER,Al Madar Medical Center Sharjah,SHARJAH,MEDICAL CENTER,-,06-5548558,MAJAZ 3,"AL MADAR MEDICAL CENTER, BASSAM TOWER, BESIDE HILTON HOTEL, SHARJAH,UAE ."
M942,✔,✔,✔,✔,✔,✔,✖,✖,AL MAHER MEDICAL CENTER LLC,Modern Clinic ( Al Maher Medical Center),SHARJAH,MEDICAL CENTER,-,06-5420066,ABU SHAGARA,"Modern Clinic Building, King Faisal Street. Abu Shagara, P.O. Box:43183,Sharjah"
M123,✔,✔,✔,✔,✔,✔,✔,✔,AL MALIHA MEDICAL CENTRE,Al Maliha Medical Center,SHARJAH,MEDICAL CENTER,-,06-8823334,AL DHAID,"Main Road Al Dhaid, Salem Bin Jarsh Building, P.O. Box: 12945"
M1205,✔,✔,✔,✔,✔,✔,✔,✔,AL NASEEM  MEDICAL CENTRE- SHJ,Al Naseem Medical Centre Sharjah | Dental Clinic | General Medicine | Lab,SHARJAH,MEDICAL CENTER,-,06-5691000,Al Wahda street,"M106, FIRST FLOOR, AL WAHDA BUILDING 2, Al Wahda street, SHARJAH"
M882,✔,✔,✔,✔,✔,✔,✖,✖,AL RAHAH MEDICAL CENTRE,Al Rahah Medical Center,SHARJAH,MEDICAL CENTER,-,06-5425260,Insdustrial Area 2,"IND AREA 2, SHARJAH, P.O. Box:31223"
M230,✔,✔,✔,✔,✖,✖,✖,✖,AL SARRAF MEDICAL CENTRE,Al Sarraf Medical Center,SHARJAH,MEDICAL CENTER,-,06-5538787,AL MAJAZ,"Al Mazan Northern Park Street, Al Majaz Pearl Building (10A), off.201 Sharjah, P.O. Box: 40157"
M937,✔,✔,✔,✔,✔,✔,✖,✖,ALBAYAN MEDICAL CENTER,Al Bayan Medical Centre,SHARJAH,MEDICAL CENTER,-,06-5619393,BUHAIRA CORNICH,"BUHAIRA CORNICH – SARH EMARITES TOWER –FLAT 1602, P.O. Box:28341, SHARJAH"
M1249,✔,✔,✔,✔,✔,✔,✖,✖,ALIBTESAMAH AL RAIEAA MEDICAL CENTRE,مركز الابتسامة الجميلة طبي Ibtisama Al Jamilah Medical Center,SHARJAH,MEDICAL CENTER,-,06-7678375,AL KHAN,"SHARJAH CORNISH AL KHAN AL HIND TOWER 10 FLOOR AND FLAT 1010, SHARJAH, UAE"
M555,✔,✔,✔,✔,✔,✖,✖,✖,ASTER ABU SHAGARA MEDICAL CENTRE,"Aster Clinic, Abu Shagara",SHARJAH,MEDICAL CENTER,DM HEALTHCARE LLC,06-5568225,ABU SHAGARA,"Aster Building, Ground Floor, Shop No.1, Near Aby Shagara Park, Abu Shagara"
M552,✔,✔,✔,✔,✔,✖,✖,✖,ASTER ABUTINA MEDICAL CENTRE,"Aster Clinic, Al Butina, Sharjah",SHARJAH,MEDICAL CENTER,DM HEALTHCARE LLC,06-5619045,ABUTINA,"Shaikh Majid Bin Saud Bin Khalid Building, Ground Floor, Shop No.1 & 2, Al Sharq Street No 103, Abutina, Sharjah"
M974,✔,✔,✔,✔,✔,✖,✖,✖,ASTER AL NAHDA MEDICAL CENTER - 1,"Aster Clinic, Nahda Sharjah 1",SHARJAH,MEDICAL CENTER,DM HEALTHCARE LLC,06-5958792,AL NAHDA,"Al Shaiba Building, Ground Floor, Opp. Carrefour Express, Al Nahda Area, Sharjah UAE, P.O. Box:50585"
M417,✔,✔,✔,✔,✔,✖,✖,✖,ASTER AL NAHDA MEDICAL CENTRE,Aster Clinic- Al Nahda Sharjah,SHARJAH,MEDICAL CENTER,DM HEALTHCARE LLC,06-5267111,AL NAHDA,"Ground Floor, Showroom 1, Golden Sands Tower, Al Ittihas Road, Sharjah-Dubai Highway, Al Nahda, Sharjah, P.O. Box: 8703 Dubai"
M191,✔,✔,✔,✔,✔,✖,✖,✖,ASTER MEDICAL CENTER - SHARJAH,Aster Clinic,SHARJAH,MEDICAL CENTER,DM HEALTHCARE LLC,06-5509006,KING FAISAL ROAD,"G/F Aster Medical Center, King Faizal St. near Crystal Plaza, P.O. Box: 8703 Dubai"
M1010,✔,✔,✔,✔,✔,✖,✖,✖,ASTER MUWAILEH MEDICAL CENTER,"Aster Clinic, Muwaileh",SHARJAH,MEDICAL CENTER,DM HEALTHCARE LLC,06-5358027,MUWAILEH,"MUWAILEH - BH STREET SH.MOHAMED BIN ZAYED, BULDING - BIN THARYEM -8,GROUND FLOOR,SHARJAH,UAE"
M1056,✔,✔,✔,✔,✔,✔,✖,✖,BUSHRA SPECIALIST MEDICAL CENTRE,Bushra Medical Center Sharjah | Dental Clinic | Gynaecologist,SHARJAH,MEDICAL CENTER,-,05-05110549,Al Majaz 1,"Buhaira corniche,al majaz 1, al reem plaza, 5th floor , moh building, Al majaz 1, P.O. Box:31070, SHARJAH"
M026,✔,✔,✔,✔,✖,✖,✖,✖,DOCTOR’S MEDICAL CENTRE LLC,Doctors Medical Centre,SHARJAH,MEDICAL CENTER,ANGLO ARABIAN HEALTHCARE,06-5632100,CLOCK TOWER,"Opp. Al Zahra Hospital, Clock Tower,"
M1107,✔,✔,✔,✔,✔,✔,✖,✖,DR.SABA MEDICAL CENTRE,Dr. Sabaa Medical Centre Llc,SHARJAH,MEDICAL CENTER,-,06-5530092,AL MAJAZ 2,"Sharjah-jamal Abdul Nasser Street, opp. Al majaz park- Al Majaz  Tower –M Floor"
M1154,✔,✔,✔,✔,✔,✖,✖,✖,EMIRATES MEDICAL CENTRE,Emirates Medical Lab,SHARJAH,MEDICAL CENTER,-,06-5551666,KING FAISAL,KING FISAL STREET ABU SHAGARA BEHIND DAY TO DAY ABOVE FERAS SWEETS MEZZANINE FLOOR
H072,✔,✔,✔,✔,✖,✖,✖,✖,Enjab Medical Center,Enjab Medical Centre,SHARJAH,MEDICAL CENTER,ENJAB HOSPITAL FOR DAY CARE,06-5563433,CORNICHE,"Al Durra Tower, Next to Al Fardan Center, Sharjah, P.O. Box: 31705, Sharjah"
M1153,✔,✔,✔,✔,✔,✔,✖,✖,EVE MEDICAL CENTER LLC,Eve Medical Center,SHARJAH,MEDICAL CENTER,-,06 -521-0100,Maysaloon,"Opposite of NMC Maysaloon,  Al Fayha Street, Villa 159, Sharjah, UAE"
M953,✔,✔,✔,✔,✔,✔,✖,✖,HANNOVER MEDICAL CENTER,Hannover Medical Centre,SHARJAH,MEDICAL CENTER,-,06-5433226,BUHAIRA,"BUHAIRA SIDE SAME BUILDING OF NOOR BANK SARH AL EMARAT TOWER 19 FLOOR 1902, SHARJAH"
M173,✔,✔,✔,✔,✔,✔,✖,✖,MAMPILLI MEDICAL CENTER,Mampilly Medical Centre-,SHARJAH,MEDICAL CENTER,-,06-5616464,AL ROLLA,"Sharjah GOLD CENTER(1 FLOOR) NEXT TO KM TRADING ,ROLLA ,SHARJAH"
M641,✔,✔,✔,✔,✔,✔,✖,✖,MGM MEDICAL CENTRE LLC,Mgm Medical Centre Llc,SHARJAH,MEDICAL CENTER,-,06-5741444,KING FAIZAL STREET,"RM 205 AL FAISAL BUILDING 1 ABOVE SUZUKI SHOWROOM, KING FAIZAL STREET, SHARJAH UAE"
M195,✔,✔,✔,✔,✔,✖,✖,✖,N.M.C MEDICAL CENTER L.L.C SHJ BR.,Nmc Medical Centre Al Majaz,SHARJAH,MEDICAL CENTER,NMC HEALTHCARE,06-5566689,AL MAJAZ,"1/F Kakooli Tower, Al Majaz, Near Buheirah Police Station,"
A057,✔,✔,✔,✔,✔,✖,✖,✖,N.M.C MEDICAL CENTER L.L.C SHJ BR.1,Nmc Medical Centre Shahba,SHARJAH,MEDICAL CENTER,NMC HEALTHCARE,06-5388966,SHAHBA,"Waset Road, Above Sharjah Co-op,"
M196,✔,✔,✔,✔,✔,✖,✖,✖,N.M.C MEDICAL CENTER L.L.C SHJ BR.2,N.M.C Medical Center L.L.C Shj Br.2,SHARJAH,MEDICAL CENTER,NMC HEALTHCARE,06-5639966,ROLLA,"Joyallukas Bldg., 3/F, Rolla,"
M594,✔,✔,✔,✔,✔,✖,✖,✖,N.M.C MEDICAL CENTER L.L.C SHJ BR.3,Nmc Medical Centre Rolla,SHARJAH,MEDICAL CENTER,NMC HEALTHCARE,06-5688707,ROLLA,"Zero Floor, Habib Bank AG Zurich Building, P.o.Box:40466, Rolla, Sharjah"
A164,✔,✔,✔,✔,✔,✖,✖,✖,N.M.C MEDICAL CENTER L.L.C SHJ BR.4,Nmc Medical Centre Al Nahda,SHARJAH,MEDICAL CENTER,NMC HEALTHCARE,06-5305252,AL NAHDA,"Flat 115, Al Shaiba Bldg., Near Al Nahda Park, Al Nahda,"
B164,✔,✔,✔,✔,✖,✖,✖,✖,NATHANI MEDICAL CENTER,Nathani Medical Centre,SHARJAH,MEDICAL CENTER,-,06-5686200,AL AROOBA STREET,"Opposite Rolla Square, P.O. Box: 130103"
M079,✔,✔,✔,✔,✔,✖,✖,✖,NEW MEDICAL CENTRE - SHARJAH,"New Medical Centre, Sharjah",SHARJAH,MEDICAL CENTER,NMC HEALTHCARE,06-5758000,CORNICHE,"BelResheed Tower, 1/f & 2/f, Buhairah Corniche, next to Crystal Plaza, P.O. Box: 25262"
M272,✔,✔,✔,✔,✔,✖,✖,✖,PRIME MEDICAL CENTRE - AL NAHDA,Prime Medical Center - Al Nahda,SHARJAH,MEDICAL CENTER,PRIME HEALTHCARE GROUP LLC,06-5251800,AL NAHDA,"Ground Floor, Shop # 7, Al Roda Tower 2, Malaka Street, Sharjah, P.O. Box: 71667, Sharjah"
M138,✔,✔,✔,✔,✔,✖,✖,✖,PRIME MEDICAL CENTRE AL QASIMIA,Prime Medical Center - Al Qasimia,SHARJAH,MEDICAL CENTER,PRIME HEALTHCARE GROUP LLC,06-5752200,KING ABDUL AZIZ ROAD,"Al Qasma Bldg., King Abdul Aziz Road, (Near Mashreq Bank), P.O. Box: 70667"
M487,✔,✔,✔,✔,✔,✖,✖,✖,PRIME SPECIALIST MEDICAL CENTRE,Prime Medical Center - King Faisal Road,SHARJAH,MEDICAL CENTER,PRIME HEALTHCARE GROUP LLC,06-5752200,KING FAISAL STREET,"2nd Floor of Safeer Market Bldg., King Faisal Street, Al Majaz-1, Sharjah"
M934,✔,✔,✔,✔,✔,✖,✖,✖,PRIME SPECIALIST MEDICAL CENTRE LLC - BRANCH 1,Prime Medical Center - Zero-6 Mall,SHARJAH,MEDICAL CENTER,PRIME HEALTHCARE GROUP LLC,04-7070999,AL JURAINAH,"GROUND FLOOR, ZERO 6 MALL, AL JURAINAH, UNIVERSITY CITY ROAD, SHARJAH, P.O. Box:70667"
M731,✔,✔,✔,✔,✔,✔,✖,✖,SAHARA MEDICAL CENTRE,Sahara Medical Centre Llc - مركز الصحراء الطبي ذ.م.م,SHARJAH,MEDICAL CENTER,-,06-5318887,AL NAHDA,"SHOP NO:4, GANDA TOWER, 3RD STREET, AL NAHDA SHARJAH, UAE"
